Chip,Type
i54992Gb,FunctionalPolymorphic
i54993Gb,FunctionalPolymorphic
i54994Gb,FunctionalPolymorphic
i54995Gb,FunctionalPolymorphic
i54996Gb,FunctionalPolymorphic
i54997Gb,FunctionalPolymorphic
i54998Gb,NotSynthesized
i54999Gb,FunctionalMonomorphic
i55000Gb,FunctionalPolymorphic
i55001Gb,Failed
i55002Gb,Failed
i55003Gb,FunctionalPolymorphic
i55004Gb,FunctionalPolymorphic
i55005Gb,FunctionalPolymorphic
i55006Gb,NotSynthesized
i55007Gb,FunctionalPolymorphic
i55008Gb,FunctionalPolymorphic
i55009Gb,FunctionalPolymorphic
i55010Gb,FunctionalPolymorphic
i55011Gb,FunctionalPolymorphic
i55012Gb,FunctionalPolymorphic
i55013Gb,FunctionalPolymorphic
i55014Gb,FunctionalPolymorphic
i55015Gb,Failed
i55016Gb,FunctionalPolymorphic
i55017Gb,FunctionalPolymorphic
i55018Gb,FunctionalPolymorphic
i55019Gb,FunctionalPolymorphic
i55020Gb,FunctionalPolymorphic
i55021Gb,Failed
i55022Gb,FunctionalPolymorphic
i55023Gb,FunctionalPolymorphic
i55024Gb,FunctionalPolymorphic
i55025Gb,FunctionalPolymorphic
i55026Gb,FunctionalPolymorphic
i55027Gb,FunctionalPolymorphic
i55028Gb,NotSynthesized
i55029Gb,Failed
i55030Gb,FunctionalPolymorphic
i55031Gb,Failed
i55032Gb,FunctionalPolymorphic
i55033Gb,FunctionalPolymorphic
i55034Gb,FunctionalPolymorphic
i55035Gb,Failed
i55036Gb,Failed
i55037Gb,NotSynthesized
i55038Gb,NotSynthesized
i55039Gb,FunctionalPolymorphic
i55040Gb,FunctionalPolymorphic
i55041Gb,FunctionalPolymorphic
i55042Gb,FunctionalMonomorphic
i55043Gb,FunctionalPolymorphic
i55044Gb,FunctionalPolymorphic
i55045Gb,FunctionalPolymorphic
i55046Gb,FunctionalPolymorphic
i55047Gb,FunctionalPolymorphic
i55048Gb,FunctionalPolymorphic
i55049Gb,FunctionalPolymorphic
i55050Gb,FunctionalPolymorphic
i55051Gb,FunctionalPolymorphic
i55052Gb,FunctionalPolymorphic
i55053Gb,FunctionalPolymorphic
i55054Gb,FunctionalPolymorphic
i55055Gb,FunctionalPolymorphic
i55056Gb,FunctionalPolymorphic
i55057Gb,FunctionalPolymorphic
i55058Gb,NotSynthesized
i55059Gb,FunctionalPolymorphic
i55060Gb,FunctionalPolymorphic
i55061Gb,FunctionalPolymorphic
i55062Gb,FunctionalPolymorphic
i55063Gb,FunctionalPolymorphic
i55064Gb,Failed
i55065Gb,FunctionalPolymorphic
i55066Gb,FunctionalPolymorphic
i55067Gb,Failed
i55068Gb,FunctionalPolymorphic
i55069Gb,FunctionalPolymorphic
i55070Gb,FunctionalPolymorphic
i55071Gb,FunctionalPolymorphic
i55072Gb,FunctionalPolymorphic
i55073Gb,FunctionalPolymorphic
i55074Gb,FunctionalPolymorphic
i55075Gb,FunctionalPolymorphic
i55076Gb,Failed
i55077Gb,FunctionalPolymorphic
i55078Gb,FunctionalPolymorphic
i55079Gb,FunctionalPolymorphic
i55080Gb,FunctionalPolymorphic
i55081Gb,FunctionalPolymorphic
i55082Gb,FunctionalPolymorphic
i55083Gb,FunctionalPolymorphic
i55084Gb,FunctionalPolymorphic
i55085Gb,FunctionalPolymorphic
i55086Gb,Failed
i55087Gb,FunctionalPolymorphic
i55088Gb,FunctionalPolymorphic
i55089Gb,NotSynthesized
i55090Gb,FunctionalPolymorphic
i55091Gb,FunctionalPolymorphic
i55092Gb,FunctionalPolymorphic
i55093Gb,NotSynthesized
i55094Gb,FunctionalPolymorphic
i55095Gb,FunctionalPolymorphic
i55096Gb,FunctionalPolymorphic
i55097Gb,FunctionalPolymorphic
i55098Gb,NotSynthesized
i55099Gb,FunctionalPolymorphic
i55100Gb,Failed
i55101Gb,FunctionalPolymorphic
i55102Gb,FunctionalPolymorphic
i55103Gb,FunctionalPolymorphic
i55104Gb,FunctionalPolymorphic
i55105Gb,FunctionalPolymorphic
i55106Gb,FunctionalPolymorphic
i55107Gb,FunctionalPolymorphic
i55108Gb,FunctionalMonomorphic
i55109Gb,FunctionalPolymorphic
i55110Gb,FunctionalPolymorphic
i55111Gb,NotSynthesized
i55112Gb,FunctionalPolymorphic
i55113Gb,FunctionalPolymorphic
i55114Gb,Failed
i55115Gb,Failed
i55116Gb,FunctionalPolymorphic
i55117Gb,FunctionalPolymorphic
i55118Gb,FunctionalPolymorphic
i55119Gb,FunctionalPolymorphic
i55120Gb,Failed
i55121Gb,FunctionalPolymorphic
i55122Gb,FunctionalPolymorphic
i55123Gb,FunctionalPolymorphic
i55124Gb,FunctionalPolymorphic
i55125Gb,FunctionalPolymorphic
i55126Gb,FunctionalPolymorphic
i55127Gb,FunctionalPolymorphic
i55128Gb,FunctionalPolymorphic
i55129Gb,FunctionalPolymorphic
i55130Gb,FunctionalPolymorphic
i55131Gb,FunctionalPolymorphic
i55132Gb,FunctionalPolymorphic
i55133Gb,FunctionalPolymorphic
i55134Gb,FunctionalMonomorphic
i55135Gb,FunctionalPolymorphic
i55136Gb,Failed
i55137Gb,FunctionalPolymorphic
i55138Gb,FunctionalPolymorphic
i55139Gb,FunctionalPolymorphic
i55140Gb,FunctionalPolymorphic
i55141Gb,FunctionalPolymorphic
i55142Gb,Failed
i55143Gb,NotSynthesized
i55144Gb,Failed
i55145Gb,FunctionalPolymorphic
i55146Gb,FunctionalPolymorphic
i55147Gb,FunctionalPolymorphic
i55148Gb,FunctionalMonomorphic
i55149Gb,FunctionalPolymorphic
i55150Gb,FunctionalPolymorphic
i55151Gb,FunctionalPolymorphic
i55152Gb,Failed
i55153Gb,FunctionalPolymorphic
i55154Gb,Failed
i55155Gb,FunctionalPolymorphic
i55156Gb,FunctionalPolymorphic
i55157Gb,Failed
i55158Gb,FunctionalPolymorphic
i55159Gb,FunctionalMonomorphic
i55160Gb,NotSynthesized
i55161Gb,FunctionalPolymorphic
i55162Gb,FunctionalPolymorphic
i55163Gb,FunctionalPolymorphic
i55164Gb,FunctionalMonomorphic
i55165Gb,FunctionalPolymorphic
i55166Gb,FunctionalPolymorphic
i55167Gb,FunctionalMonomorphic
i55168Gb,Failed
i55169Gb,FunctionalPolymorphic
i55170Gb,NotSynthesized
i55171Gb,FunctionalPolymorphic
i55172Gb,FunctionalMonomorphic
i55173Gb,FunctionalPolymorphic
i55174Gb,FunctionalPolymorphic
i55175Gb,FunctionalPolymorphic
i55176Gb,FunctionalPolymorphic
i55177Gb,FunctionalMonomorphic
i55178Gb,FunctionalPolymorphic
i55179Gb,FunctionalPolymorphic
i55180Gb,FunctionalPolymorphic
i55181Gb,FunctionalMonomorphic
i55182Gb,FunctionalPolymorphic
i55183Gb,FunctionalPolymorphic
i55184Gb,NotSynthesized
i55185Gb,FunctionalPolymorphic
i55186Gb,FunctionalPolymorphic
i55187Gb,Failed
i55188Gb,FunctionalPolymorphic
i55189Gb,FunctionalPolymorphic
i55190Gb,FunctionalPolymorphic
i55191Gb,FunctionalPolymorphic
i55192Gb,FunctionalPolymorphic
i55193Gb,FunctionalPolymorphic
i55194Gb,Failed
i55195Gb,NotSynthesized
i55196Gb,FunctionalPolymorphic
i55197Gb,FunctionalPolymorphic
i55198Gb,FunctionalPolymorphic
i55199Gb,FunctionalPolymorphic
i55200Gb,Failed
i55201Gb,FunctionalPolymorphic
i55202Gb,FunctionalPolymorphic
i55203Gb,NotSynthesized
i55204Gb,FunctionalPolymorphic
i55205Gb,FunctionalPolymorphic
i55206Gb,FunctionalPolymorphic
i55207Gb,FunctionalPolymorphic
i55208Gb,FunctionalPolymorphic
i55209Gb,FunctionalPolymorphic
i55210Gb,FunctionalPolymorphic
i55211Gb,FunctionalPolymorphic
i55212Gb,Failed
i55213Gb,FunctionalPolymorphic
i55214Gb,FunctionalPolymorphic
i55215Gb,FunctionalPolymorphic
i55216Gb,FunctionalMonomorphic
i55217Gb,FunctionalPolymorphic
i55218Gb,FunctionalMonomorphic
i55219Gb,FunctionalPolymorphic
i55220Gb,NotSynthesized
i55221Gb,FunctionalPolymorphic
i55222Gb,FunctionalPolymorphic
i55223Gb,FunctionalMonomorphic
i55224Gb,FunctionalPolymorphic
i55225Gb,FunctionalPolymorphic
i55226Gb,FunctionalMonomorphic
i55227Gb,FunctionalMonomorphic
i55228Gb,FunctionalPolymorphic
i55229Gb,FunctionalPolymorphic
i55230Gb,FunctionalPolymorphic
i55231Gb,FunctionalPolymorphic
i55232Gb,FunctionalPolymorphic
i55233Gb,FunctionalPolymorphic
i55234Gb,FunctionalPolymorphic
i55235Gb,FunctionalPolymorphic
i55236Gb,FunctionalPolymorphic
i55237Gb,NotSynthesized
i55238Gb,FunctionalPolymorphic
i55239Gb,FunctionalPolymorphic
i55240Gb,FunctionalPolymorphic
i55241Gb,FunctionalPolymorphic
i55242Gb,FunctionalPolymorphic
i55243Gb,FunctionalPolymorphic
i55244Gb,NotSynthesized
i55245Gb,NotSynthesized
i55246Gb,Failed
i55247Gb,FunctionalPolymorphic
i55248Gb,FunctionalPolymorphic
i55249Gb,FunctionalPolymorphic
i55250Gb,Failed
i55251Gb,FunctionalPolymorphic
i55252Gb,FunctionalPolymorphic
i55253Gb,NotSynthesized
i55254Gb,FunctionalPolymorphic
i55255Gb,NotSynthesized
i55256Gb,FunctionalPolymorphic
i55257Gb,FunctionalPolymorphic
i55258Gb,FunctionalPolymorphic
i55259Gb,FunctionalPolymorphic
i55260Gb,FunctionalPolymorphic
i55261Gb,FunctionalPolymorphic
i55262Gb,Failed
i55263Gb,FunctionalPolymorphic
i55264Gb,NotSynthesized
i55265Gb,FunctionalPolymorphic
i55266Gb,FunctionalPolymorphic
i55267Gb,FunctionalPolymorphic
i55268Gb,Failed
i55269Gb,FunctionalPolymorphic
i55270Gb,FunctionalPolymorphic
i55271Gb,FunctionalPolymorphic
i55272Gb,NotSynthesized
i55273Gb,FunctionalPolymorphic
i55274Gb,FunctionalPolymorphic
i55275Gb,FunctionalPolymorphic
i55276Gb,FunctionalPolymorphic
i55277Gb,FunctionalPolymorphic
i55278Gb,FunctionalPolymorphic
i55279Gb,NotSynthesized
i55280Gb,FunctionalPolymorphic
i55281Gb,FunctionalPolymorphic
i55282Gb,Failed
i55283Gb,NotSynthesized
i55284Gb,Failed
i55285Gb,FunctionalPolymorphic
i55286Gb,FunctionalPolymorphic
i55287Gb,FunctionalPolymorphic
i55288Gb,FunctionalPolymorphic
i55289Gb,FunctionalPolymorphic
i55290Gb,FunctionalPolymorphic
i55291Gb,FunctionalPolymorphic
i55292Gb,FunctionalPolymorphic
i55293Gb,FunctionalMonomorphic
i55294Gb,NotSynthesized
i55295Gb,FunctionalPolymorphic
i55296Gb,FunctionalPolymorphic
i55297Gb,FunctionalPolymorphic
i55298Gb,FunctionalPolymorphic
i55299Gb,FunctionalPolymorphic
i55300Gb,FunctionalPolymorphic
i55301Gb,FunctionalPolymorphic
i55302Gb,FunctionalPolymorphic
i55303Gb,NotSynthesized
i55304Gb,FunctionalPolymorphic
i55305Gb,FunctionalPolymorphic
i55306Gb,FunctionalPolymorphic
i55307Gb,NotSynthesized
i55308Gb,FunctionalPolymorphic
i55309Gb,FunctionalPolymorphic
i55310Gb,FunctionalMonomorphic
i55311Gb,FunctionalPolymorphic
i55312Gb,NotSynthesized
i55313Gb,FunctionalPolymorphic
i55314Gb,FunctionalPolymorphic
i55315Gb,FunctionalPolymorphic
i55316Gb,FunctionalPolymorphic
i55317Gb,FunctionalPolymorphic
i55318Gb,FunctionalPolymorphic
i55319Gb,Failed
i55320Gb,FunctionalPolymorphic
i55321Gb,FunctionalPolymorphic
i55322Gb,FunctionalPolymorphic
i55323Gb,NotSynthesized
i55324Gb,FunctionalPolymorphic
i55325Gb,Failed
i55326Gb,FunctionalPolymorphic
i55327Gb,Failed
i55328Gb,FunctionalPolymorphic
i55329Gb,FunctionalMonomorphic
i55330Gb,FunctionalPolymorphic
i55331Gb,Failed
i55332Gb,FunctionalPolymorphic
i55333Gb,FunctionalPolymorphic
i55334Gb,FunctionalPolymorphic
i55335Gb,FunctionalPolymorphic
i55336Gb,NotSynthesized
i55337Gb,NotSynthesized
i55338Gb,FunctionalPolymorphic
i55339Gb,FunctionalPolymorphic
i55340Gb,FunctionalPolymorphic
i55341Gb,FunctionalPolymorphic
i55342Gb,FunctionalPolymorphic
i55343Gb,FunctionalPolymorphic
i55344Gb,NotSynthesized
i55345Gb,FunctionalPolymorphic
i55346Gb,NotSynthesized
i55347Gb,NotSynthesized
i55348Gb,FunctionalPolymorphic
i55349Gb,FunctionalPolymorphic
i55350Gb,FunctionalPolymorphic
i55351Gb,FunctionalPolymorphic
i55352Gb,NotSynthesized
i55353Gb,FunctionalPolymorphic
i55354Gb,FunctionalPolymorphic
i55355Gb,FunctionalPolymorphic
i55356Gb,FunctionalPolymorphic
i55357Gb,Failed
i55358Gb,Failed
i55359Gb,Failed
i55360Gb,Failed
i55361Gb,FunctionalPolymorphic
i55362Gb,FunctionalPolymorphic
i55363Gb,FunctionalPolymorphic
i55364Gb,NotSynthesized
i55365Gb,FunctionalPolymorphic
i55366Gb,FunctionalPolymorphic
i55367Gb,FunctionalPolymorphic
i55368Gb,FunctionalPolymorphic
i55369Gb,FunctionalPolymorphic
i55370Gb,FunctionalPolymorphic
i55371Gb,FunctionalPolymorphic
i55372Gb,FunctionalPolymorphic
i55373Gb,NotSynthesized
i55374Gb,NotSynthesized
i55375Gb,FunctionalPolymorphic
i55376Gb,FunctionalPolymorphic
i55377Gb,FunctionalPolymorphic
i55378Gb,FunctionalPolymorphic
i55379Gb,FunctionalPolymorphic
i55380Gb,Failed
i55381Gb,FunctionalPolymorphic
i55382Gb,FunctionalPolymorphic
i55383Gb,Failed
i55384Gb,FunctionalPolymorphic
i55385Gb,FunctionalPolymorphic
i55386Gb,Failed
i55387Gb,FunctionalPolymorphic
i55388Gb,FunctionalPolymorphic
i55389Gb,FunctionalPolymorphic
i55390Gb,FunctionalPolymorphic
i55391Gb,FunctionalPolymorphic
i55392Gb,FunctionalPolymorphic
i55393Gb,FunctionalPolymorphic
i55394Gb,FunctionalPolymorphic
i55395Gb,FunctionalMonomorphic
i55396Gb,Failed
i55397Gb,NotSynthesized
i55398Gb,FunctionalPolymorphic
i55399Gb,FunctionalPolymorphic
i55400Gb,FunctionalPolymorphic
i55401Gb,NotSynthesized
i55402Gb,FunctionalPolymorphic
i55403Gb,FunctionalPolymorphic
i55404Gb,NotSynthesized
i55405Gb,Failed
i55406Gb,FunctionalPolymorphic
i55407Gb,FunctionalPolymorphic
i55408Gb,NotSynthesized
i55409Gb,NotSynthesized
i55410Gb,FunctionalPolymorphic
i55411Gb,FunctionalPolymorphic
i55412Gb,FunctionalPolymorphic
i55413Gb,FunctionalPolymorphic
i55414Gb,FunctionalPolymorphic
i55415Gb,NotSynthesized
i55416Gb,FunctionalPolymorphic
i55417Gb,Failed
i55418Gb,FunctionalPolymorphic
i55419Gb,FunctionalPolymorphic
i55420Gb,FunctionalPolymorphic
i55421Gb,NotSynthesized
i55422Gb,NotSynthesized
i55423Gb,FunctionalPolymorphic
i55424Gb,FunctionalPolymorphic
i55425Gb,NotSynthesized
i55426Gb,FunctionalPolymorphic
i55427Gb,FunctionalPolymorphic
i55428Gb,FunctionalPolymorphic
i55429Gb,FunctionalPolymorphic
i55430Gb,FunctionalPolymorphic
i55431Gb,NotSynthesized
i55432Gb,FunctionalMonomorphic
i55433Gb,FunctionalPolymorphic
i55434Gb,NotSynthesized
i55435Gb,FunctionalPolymorphic
i55436Gb,FunctionalMonomorphic
i55437Gb,FunctionalPolymorphic
i55438Gb,FunctionalMonomorphic
i55439Gb,FunctionalPolymorphic
i55440Gb,FunctionalPolymorphic
i55441Gb,FunctionalPolymorphic
i55442Gb,NotSynthesized
i55443Gb,FunctionalPolymorphic
i55444Gb,FunctionalPolymorphic
i55445Gb,Failed
i55446Gb,FunctionalPolymorphic
i55447Gb,FunctionalPolymorphic
i55448Gb,FunctionalPolymorphic
i55449Gb,FunctionalPolymorphic
i55450Gb,FunctionalPolymorphic
i55451Gb,FunctionalPolymorphic
i55452Gb,FunctionalPolymorphic
i55453Gb,FunctionalPolymorphic
i55454Gb,FunctionalPolymorphic
i55455Gb,FunctionalPolymorphic
i55456Gb,FunctionalPolymorphic
i55457Gb,FunctionalPolymorphic
i55458Gb,FunctionalPolymorphic
i55459Gb,FunctionalMonomorphic
i55460Gb,FunctionalPolymorphic
i55461Gb,FunctionalPolymorphic
i55462Gb,NotSynthesized
i55463Gb,FunctionalPolymorphic
i55464Gb,FunctionalPolymorphic
i55465Gb,NotSynthesized
i55466Gb,FunctionalPolymorphic
i55467Gb,FunctionalPolymorphic
i55468Gb,FunctionalMonomorphic
i55469Gb,FunctionalPolymorphic
i55470Gb,FunctionalPolymorphic
i55471Gb,FunctionalPolymorphic
i55472Gb,FunctionalPolymorphic
i55473Gb,NotSynthesized
i55474Gb,NotSynthesized
i55475Gb,Failed
i55476Gb,FunctionalIntergenomic
i55477Gb,NotSynthesized
i55478Gb,FunctionalIntergenomic
i55479Gb,NotSynthesized
i55480Gb,FunctionalPolymorphic
i55481Gb,FunctionalPolymorphic
i55482Gb,NotSynthesized
i55483Gb,FunctionalPolymorphic
i55484Gb,FunctionalPolymorphic
i55485Gb,FunctionalPolymorphic
i55486Gb,FunctionalMonomorphic
i55487Gb,FunctionalPolymorphic
i55488Gb,FunctionalPolymorphic
i55489Gb,NotSynthesized
i55490Gb,Failed
i55491Gb,FunctionalPolymorphic
i55492Gb,FunctionalPolymorphic
i55493Gb,FunctionalPolymorphic
i55494Gb,FunctionalPolymorphic
i55495Gb,FunctionalPolymorphic
i55496Gb,FunctionalPolymorphic
i55497Gb,FunctionalPolymorphic
i55498Gb,FunctionalPolymorphic
i55499Gb,FunctionalPolymorphic
i55500Gb,FunctionalMonomorphic
i55501Gb,FunctionalPolymorphic
i55502Gb,FunctionalMonomorphic
i55503Gb,FunctionalPolymorphic
i55504Gb,FunctionalPolymorphic
i55505Gb,NotSynthesized
i55506Gb,FunctionalPolymorphic
i55507Gb,NotSynthesized
i55508Gb,FunctionalPolymorphic
i55509Gb,FunctionalPolymorphic
i55510Gb,FunctionalPolymorphic
i55511Gb,FunctionalPolymorphic
i55512Gb,NotSynthesized
i55513Gb,FunctionalPolymorphic
i55514Gb,NotSynthesized
i55515Gb,FunctionalPolymorphic
i55516Gb,FunctionalPolymorphic
i55517Gb,Failed
i55518Gb,NotSynthesized
i55519Gb,FunctionalPolymorphic
i55520Gb,FunctionalPolymorphic
i55521Gb,FunctionalPolymorphic
i55522Gb,Failed
i55523Gb,FunctionalPolymorphic
i55524Gb,FunctionalIntergenomic
i55525Gb,FunctionalPolymorphic
i55526Gb,FunctionalPolymorphic
i55527Gb,FunctionalMonomorphic
i55528Gb,FunctionalPolymorphic
i55529Gb,FunctionalPolymorphic
i55530Gb,FunctionalIntergenomic
i55531Gb,Failed
i55532Gb,FunctionalPolymorphic
i55533Gb,FunctionalPolymorphic
i55534Gb,FunctionalPolymorphic
i55535Gb,FunctionalPolymorphic
i55536Gb,FunctionalIntergenomic
i55537Gb,FunctionalPolymorphic
i55538Gb,FunctionalPolymorphic
i55539Gb,Failed
i55540Gb,FunctionalPolymorphic
i55541Gb,FunctionalPolymorphic
i55542Gb,FunctionalPolymorphic
i55543Gb,FunctionalPolymorphic
i55544Gb,FunctionalPolymorphic
i55545Gb,FunctionalPolymorphic
i55546Gb,FunctionalPolymorphic
i55547Gb,FunctionalPolymorphic
i55548Gb,FunctionalPolymorphic
i55549Gb,FunctionalPolymorphic
i55550Gb,FunctionalMonomorphic
i55551Gb,FunctionalIntergenomic
i55552Gb,Failed
i55553Gb,FunctionalPolymorphic
i55554Gb,FunctionalIntergenomic
i55555Gb,FunctionalPolymorphic
i55556Gb,Failed
i55557Gb,Failed
i55558Gb,FunctionalPolymorphic
i55559Gb,FunctionalPolymorphic
i55560Gb,FunctionalPolymorphic
i55561Gb,NotSynthesized
i55562Gb,Failed
i55563Gb,NotSynthesized
i55564Gb,FunctionalPolymorphic
i55565Gb,Failed
i55566Gb,FunctionalPolymorphic
i55567Gb,FunctionalPolymorphic
i55568Gb,FunctionalIntergenomic
i55569Gb,FunctionalPolymorphic
i55570Gb,FunctionalIntergenomic
i55571Gb,FunctionalIntergenomic
i55572Gb,Failed
i55573Gb,FunctionalIntergenomic
i55574Gb,FunctionalPolymorphic
i55575Gb,FunctionalPolymorphic
i55576Gb,Failed
i55577Gb,FunctionalPolymorphic
i55578Gb,FunctionalPolymorphic
i55579Gb,FunctionalIntergenomic
i55580Gb,FunctionalPolymorphic
i55581Gb,FunctionalPolymorphic
i55582Gb,FunctionalIntergenomic
i55583Gb,FunctionalPolymorphic
i55584Gb,FunctionalPolymorphic
i55585Gb,FunctionalIntergenomic
i55586Gb,FunctionalIntergenomic
i55587Gb,FunctionalIntergenomic
i55588Gb,FunctionalPolymorphic
i55589Gb,NotSynthesized
i55590Gb,FunctionalPolymorphic
i55591Gb,Failed
i55592Gb,NotSynthesized
i55593Gb,NotSynthesized
i55594Gb,FunctionalPolymorphic
i55595Gb,FunctionalPolymorphic
i55596Gb,NotSynthesized
i55597Gb,FunctionalIntergenomic
i55598Gb,FunctionalPolymorphic
i55599Gb,FunctionalPolymorphic
i55600Gb,FunctionalPolymorphic
i55601Gb,FunctionalIntergenomic
i55602Gb,NotSynthesized
i55603Gb,FunctionalMonomorphic
i55604Gb,FunctionalMonomorphic
i55605Gb,FunctionalPolymorphic
i55606Gb,FunctionalPolymorphic
i55607Gb,NotSynthesized
i55608Gb,FunctionalPolymorphic
i55609Gb,FunctionalPolymorphic
i55610Gb,FunctionalPolymorphic
i55611Gb,Failed
i55612Gb,FunctionalPolymorphic
i55613Gb,FunctionalPolymorphic
i55614Gb,FunctionalPolymorphic
i55615Gb,FunctionalIntergenomic
i55616Gb,NotSynthesized
i55617Gb,FunctionalPolymorphic
i55618Gb,FunctionalPolymorphic
i55619Gb,FunctionalPolymorphic
i55620Gb,FunctionalPolymorphic
i55621Gb,FunctionalPolymorphic
i55622Gb,FunctionalPolymorphic
i55623Gb,FunctionalPolymorphic
i55624Gb,FunctionalPolymorphic
i55625Gb,FunctionalPolymorphic
i55626Gb,FunctionalIntergenomic
i55627Gb,FunctionalIntergenomic
i55628Gb,FunctionalIntergenomic
i55629Gb,FunctionalPolymorphic
i55630Gb,FunctionalMonomorphic
i55631Gb,FunctionalMonomorphic
i55632Gb,FunctionalIntergenomic
i55633Gb,FunctionalPolymorphic
i55634Gb,FunctionalMonomorphic
i55635Gb,FunctionalPolymorphic
i55636Gb,FunctionalIntergenomic
i55637Gb,FunctionalPolymorphic
i55638Gb,FunctionalPolymorphic
i55639Gb,FunctionalPolymorphic
i55640Gb,FunctionalIntergenomic
i55641Gb,FunctionalPolymorphic
i55642Gb,FunctionalPolymorphic
i55643Gb,FunctionalPolymorphic
i55644Gb,FunctionalPolymorphic
i55645Gb,FunctionalPolymorphic
i55646Gb,FunctionalIntergenomic
i55647Gb,NotSynthesized
i55648Gb,FunctionalPolymorphic
i55649Gb,FunctionalIntergenomic
i55650Gb,FunctionalIntergenomic
i55651Gb,FunctionalIntergenomic
i55652Gb,FunctionalIntergenomic
i55653Gb,FunctionalIntergenomic
i55654Gb,FunctionalIntergenomic
i55655Gb,FunctionalPolymorphic
i55656Gb,FunctionalPolymorphic
i55657Gb,FunctionalPolymorphic
i55658Gb,FunctionalIntergenomic
i55659Gb,FunctionalPolymorphic
i55660Gb,Failed
i55661Gb,FunctionalPolymorphic
i55662Gb,FunctionalMonomorphic
i55663Gb,FunctionalIntergenomic
i55664Gb,FunctionalIntergenomic
i55665Gb,NotSynthesized
i55666Gb,FunctionalPolymorphic
i55667Gb,FunctionalPolymorphic
i55668Gb,FunctionalPolymorphic
i55669Gb,FunctionalIntergenomic
i55670Gb,FunctionalMonomorphic
i55671Gb,Failed
i55672Gb,FunctionalIntergenomic
i55673Gb,FunctionalPolymorphic
i55674Gb,FunctionalIntergenomic
i55675Gb,FunctionalIntergenomic
i55676Gb,FunctionalPolymorphic
i55677Gb,Failed
i55678Gb,FunctionalPolymorphic
i55679Gb,FunctionalMonomorphic
i55680Gb,NotSynthesized
i55681Gb,FunctionalPolymorphic
i55682Gb,FunctionalIntergenomic
i55683Gb,FunctionalIntergenomic
i55684Gb,FunctionalPolymorphic
i55685Gb,FunctionalIntergenomic
i55686Gb,FunctionalPolymorphic
i55687Gb,FunctionalPolymorphic
i55688Gb,FunctionalPolymorphic
i55689Gb,FunctionalPolymorphic
i55690Gb,FunctionalPolymorphic
i55691Gb,FunctionalPolymorphic
i55692Gb,FunctionalPolymorphic
i55693Gb,FunctionalPolymorphic
i55694Gb,FunctionalPolymorphic
i55695Gb,FunctionalIntergenomic
i55696Gb,NotSynthesized
i55697Gb,FunctionalPolymorphic
i55698Gb,FunctionalPolymorphic
i55699Gb,Failed
i55700Gb,FunctionalPolymorphic
i55701Gb,FunctionalPolymorphic
i55702Gb,FunctionalPolymorphic
i55703Gb,FunctionalPolymorphic
i55704Gb,Failed
i55705Gb,FunctionalPolymorphic
i55706Gb,FunctionalIntergenomic
i55707Gb,Failed
i55708Gb,FunctionalIntergenomic
i55709Gb,FunctionalIntergenomic
i55710Gb,Failed
i55711Gb,Failed
i55712Gb,FunctionalIntergenomic
i55713Gb,FunctionalPolymorphic
i55714Gb,Failed
i55715Gb,FunctionalIntergenomic
i55716Gb,Failed
i55717Gb,FunctionalPolymorphic
i55718Gb,FunctionalPolymorphic
i55719Gb,FunctionalPolymorphic
i55720Gb,FunctionalPolymorphic
i55721Gb,FunctionalPolymorphic
i55722Gb,FunctionalPolymorphic
i55723Gb,FunctionalIntergenomic
i55724Gb,FunctionalPolymorphic
i55725Gb,FunctionalPolymorphic
i55726Gb,FunctionalPolymorphic
i55727Gb,FunctionalPolymorphic
i55728Gb,FunctionalPolymorphic
i55729Gb,FunctionalIntergenomic
i55730Gb,NotSynthesized
i55731Gb,FunctionalPolymorphic
i55732Gb,FunctionalPolymorphic
i55733Gb,FunctionalPolymorphic
i55734Gb,FunctionalIntergenomic
i55735Gb,FunctionalPolymorphic
i55736Gb,FunctionalIntergenomic
i55737Gb,FunctionalIntergenomic
i55738Gb,Failed
i55739Gb,FunctionalPolymorphic
i55740Gb,FunctionalPolymorphic
i55741Gb,FunctionalMonomorphic
i55742Gb,Failed
i55743Gb,Failed
i55744Gb,FunctionalIntergenomic
i55745Gb,Failed
i55746Gb,Failed
i55747Gb,Failed
i55748Gb,FunctionalIntergenomic
i55749Gb,FunctionalIntergenomic
i55750Gb,FunctionalPolymorphic
i55751Gb,FunctionalPolymorphic
i55752Gb,FunctionalPolymorphic
i55753Gb,Failed
i55754Gb,FunctionalIntergenomic
i55755Gb,FunctionalPolymorphic
i55756Gb,FunctionalPolymorphic
i55757Gb,FunctionalPolymorphic
i55758Gb,FunctionalIntergenomic
i55759Gb,NotSynthesized
i55760Gb,FunctionalPolymorphic
i55761Gb,FunctionalPolymorphic
i55762Gb,FunctionalIntergenomic
i55763Gb,FunctionalPolymorphic
i55764Gb,FunctionalPolymorphic
i55765Gb,FunctionalIntergenomic
i55766Gb,FunctionalIntergenomic
i55767Gb,FunctionalIntergenomic
i55768Gb,FunctionalPolymorphic
i55769Gb,Failed
i55770Gb,Failed
i55771Gb,FunctionalPolymorphic
i55772Gb,Failed
i55773Gb,NotSynthesized
i55774Gb,FunctionalPolymorphic
i55775Gb,Failed
i55776Gb,FunctionalMonomorphic
i55777Gb,FunctionalPolymorphic
i55778Gb,FunctionalPolymorphic
i55779Gb,FunctionalPolymorphic
